Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,Goals_GA,Goals_PKA,Goals_FK,Goals_CK,Goals_OG,Expected_PSxG,Expected_PSxG/SoT,Expected_PSxG+/-,Expected_/90,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att,Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp%,Sweeper_#OPA,Sweeper_#OPA/90,Sweeper_AvgDist,Unnamed: 30_level_0_Matches
2021-2022,PrimeiraLiga,Benfica,Squad Total,,,27.0,34.0,30.0,1.0,1.0,6.0,1.0,34.8,0.31,5.8,0.17,71.0,204.0,34.8,819.0,177.0,19.3,27.9,221.0,20.8,29.4,378.0,11.0,2.9,31.0,0.91,14.3,
2021-2022,PrimeiraLiga,Benfica,Opponent Total,,,26.0,34.0,78.0,5.0,0.0,6.0,1.0,74.6,0.37,-2.4,-0.07,182.0,537.0,33.9,842.0,130.0,41.2,37.5,318.0,59.7,45.4,544.0,24.0,4.4,45.0,1.33,14.7,
2021-2022,PrimeiraLiga,Braga,Matheus,br BRA,GK,29.0,32.0,28.0,2.0,2.0,1.0,1.0,28.6,0.25,1.6,0.05,146.0,407.0,35.9,1036.0,161.0,30.6,32.1,227.0,39.6,34.7,406.0,18.0,4.4,41.0,1.28,15.3,Matches
2021-2022,PrimeiraLiga,Braga,Lukáš Horníček,cz CZE,GK,19.0,1.0,3.0,0.0,0.0,1.0,0.0,3.4,0.31,0.4,0.42,5.0,10.0,50.0,23.0,7.0,13.0,28.1,12.0,58.3,45.4,18.0,0.0,0.0,3.0,3.0,18.4,Matches
2021-2022,PrimeiraLiga,Braga,Tiago Sá,pt POR,GK,26.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,3.0,13.0,23.1,40.0,7.0,30.0,28.0,9.0,11.1,25.3,11.0,3.0,27.3,4.0,4.0,20.1,Matches
2021-2022,PrimeiraLiga,Braga,Squad Total,,,25.0,34.0,31.0,2.0,2.0,2.0,1.0,32.1,0.26,2.1,0.06,154.0,430.0,35.8,1099.0,175.0,30.2,31.9,248.0,39.5,34.9,435.0,21.0,4.8,48.0,1.41,15.8,
2021-2022,PrimeiraLiga,Braga,Opponent Total,,,26.2,34.0,52.0,5.0,3.0,5.0,0.0,55.7,0.32,3.7,0.11,211.0,612.0,34.5,1085.0,116.0,42.1,37.2,309.0,50.2,41.1,431.0,21.0,4.9,43.0,1.26,15.1,
2021-2022,PrimeiraLiga,Gil Vicente FC,Žiga Frelih,si SVN,GK,23.0,19.0,23.0,4.0,2.0,2.0,0.0,21.8,0.23,-1.2,-0.06,91.0,236.0,38.6,452.0,85.0,33.8,34.3,155.0,53.5,44.7,247.0,12.0,4.9,35.0,1.84,18.3,Matches
2021-2022,PrimeiraLiga,Gil Vicente FC,Andrew,br BRA,GK,20.0,10.0,14.0,3.0,0.0,1.0,2.0,14.9,0.29,2.9,0.29,31.0,91.0,34.1,201.0,51.0,24.4,30.6,90.0,46.7,38.9,185.0,12.0,6.5,5.0,0.5,10.7,Matches
2021-2022,PrimeiraLiga,Gil Vicente FC,Stanislav Kritsyuk,ru RUS,GK,30.0,4.0,3.0,0.0,0.0,1.0,0.0,5.6,0.27,2.6,0.66,21.0,64.0,32.8,127.0,17.0,34.6,35.2,39.0,51.3,41.8,54.0,3.0,5.6,4.0,1.0,11.3,Matches
2021-2022,PrimeiraLiga,Gil Vicente FC,Brian Araújo,fr FRA,GK,21.0,1.0,2.0,1.0,0.0,0.0,0.0,2.1,0.21,0.1,0.05,6.0,15.0,40.0,20.0,3.0,50.0,39.2,9.0,55.6,43.7,15.0,0.0,0.0,0.0,0.0,17.0,Matches
2021-2022,PrimeiraLiga,Gil Vicente FC,Squad Total,,,25.9,34.0,42.0,8.0,2.0,4.0,2.0,44.4,0.26,4.4,0.13,149.0,406.0,36.7,800.0,156.0,32.0,33.7,293.0,51.2,42.5,501.0,27.0,5.4,44.0,1.29,15.4,
2021-2022,PrimeiraLiga,Gil Vicente FC,Opponent Total,,,25.9,34.0,47.0,3.0,0.0,5.0,0.0,46.1,0.27,-0.9,-0.03,173.0,479.0,36.1,892.0,152.0,35.9,34.8,251.0,63.3,47.6,413.0,31.0,7.5,48.0,1.41,15.7,
2021-2022,PrimeiraLiga,Vitória,Bruno Varela,pt POR,GK,26.0,25.0,31.0,5.0,1.0,4.0,0.0,37.8,0.3,6.8,0.27,154.0,383.0,40.2,584.0,82.0,42.5,37.6,195.0,69.2,49.6,278.0,8.0,2.9,26.0,1.04,14.3,Matches
2021-2022,PrimeiraLiga,Vitória,Matouš Trmal,cz CZE,GK,22.0,9.0,10.0,0.0,0.0,0.0,0.0,9.4,0.28,-0.6,-0.06,51.0,138.0,37.0,216.0,37.0,36.6,32.9,81.0,72.8,49.8,121.0,4.0,3.3,8.0,0.89,15.4,Matches
2021-2022,PrimeiraLiga,Vitória,Squad Total,,,24.8,34.0,41.0,5.0,1.0,4.0,0.0,47.3,0.29,6.3,0.18,205.0,521.0,39.3,800.0,119.0,40.9,36.3,276.0,70.3,49.7,399.0,12.0,3.0,34.0,1.0,14.6,
2021-2022,PrimeiraLiga,Vitória,Opponent Total,,,26.0,34.0,50.0,10.0,0.0,5.0,0.0,52.8,0.28,2.8,0.08,177.0,426.0,41.5,897.0,141.0,33.7,33.3,269.0,46.1,39.5,519.0,28.0,5.4,30.0,0.88,12.7,
2021-2022,PrimeiraLiga,Santa Clara,Marco André Rocha Pereira,pt POR,GK,34.0,28.0,41.0,7.0,0.0,5.0,0.0,34.1,0.25,-6.9,-0.25,223.0,570.0,39.1,793.0,73.0,56.0,42.6,224.0,56.3,44.7,409.0,24.0,5.9,17.0,0.61,12.4,Matches
2021-2022,PrimeiraLiga,Santa Clara,Ricardo Fernandes,pt POR,GK,26.0,5.9,13.0,1.0,0.0,0.0,0.0,11.5,0.35,-1.5,-0.25,20.0,82.0,24.4,153.0,32.0,43.1,35.0,39.0,41.0,37.3,87.0,1.0,1.1,4.0,0.67,14.5,Matches
2021-2022,PrimeiraLiga,Santa Clara,Rodolfo Furtado,pt POR,GK,23.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,17.0,0.0,,,0.0,0.0,,0.0,0.0,,Matches
2021-2022,PrimeiraLiga,Santa Clara,Squad Total,,,26.8,34.0,54.0,8.0,0.0,5.0,0.0,45.6,0.27,-8.4,-0.25,243.0,652.0,37.3,947.0,105.0,53.9,41.4,263.0,54.0,43.6,496.0,25.0,5.0,21.0,0.62,12.7,
2021-2022,PrimeiraLiga,Santa Clara,Opponent Total,,,25.9,34.0,38.0,4.0,2.0,0.0,2.0,35.3,0.28,-0.7,-0.02,150.0,421.0,35.6,922.0,164.0,29.8,32.1,265.0,55.1,43.3,395.0,25.0,6.3,49.0,1.44,14.8,
2021-2022,PrimeiraLiga,Famalicão,Luiz Lúcio Reis Júnior,br BRA,GK,20.0,31.0,46.0,6.0,0.0,6.0,2.0,40.2,0.25,-3.8,-0.12,178.0,397.0,44.8,730.0,171.0,37.4,35.3,216.0,57.4,45.6,448.0,26.0,5.8,73.0,2.35,16.6,Matches
2021-2022,PrimeiraLiga,Famalicão,Dalberson,br BRA,GK,24.0,2.0,3.0,0.0,0.0,1.0,0.0,1.3,0.33,-1.7,-0.84,14.0,28.0,50.0,45.0,5.0,35.6,35.4,15.0,80.0,55.0,22.0,3.0,13.6,2.0,1.0,12.9,Matches
2021-2022,PrimeiraLiga,Famalicão,Ivan Zlobin,ru RUS,GK,24.0,1.0,2.0,0.0,0.0,0.0,0.0,2.2,0.38,0.2,0.18,3.0,8.0,37.5,21.0,4.0,28.6,32.1,7.0,28.6,29.3,11.0,0.0,0.0,0.0,0.0,4.0,Matches
2021-2022,PrimeiraLiga,Famalicão,Squad Total,,,23.7,34.0,51.0,6.0,0.0,7.0,2.0,43.7,0.26,-5.3,-0.16,195.0,433.0,45.0,796.0,180.0,37.1,35.2,238.0,58.0,45.7,481.0,29.0,6.0,75.0,2.21,16.3,
2021-2022,PrimeiraLiga,Famalicão,Opponent Total,,,26.3,34.0,45.0,3.0,1.0,6.0,2.0,45.4,0.28,2.4,0.07,193.0,526.0,36.7,933.0,130.0,39.9,35.8,267.0,57.7,44.9,480.0,22.0,4.6,37.0,1.09,14.0,
2021-2022,PrimeiraLiga,Estoril,Daniel Leite,pt POR,GK,23.0,24.0,24.0,3.0,0.0,2.0,0.0,23.6,0.22,-0.4,-0.02,95.0,273.0,34.8,843.0,105.0,19.7,28.8,242.0,44.2,39.4,392.0,15.0,3.8,18.0,0.75,13.9,Matches
2021-2022,PrimeiraLiga,Estoril,Mosquito,br BRA,GK,25.0,10.0,19.0,0.0,0.0,0.0,2.0,15.7,0.31,-1.3,-0.13,61.0,131.0,46.6,306.0,45.0,26.8,31.3,89.0,55.1,43.7,163.0,5.0,3.1,3.0,0.3,9.8,Matches
2021-2022,PrimeiraLiga,Estoril,Squad Total,,,25.1,34.0,43.0,3.0,0.0,2.0,2.0,39.3,0.25,-1.7,-0.05,156.0,404.0,38.6,1149.0,150.0,21.6,29.5,331.0,47.1,40.6,555.0,20.0,3.6,21.0,0.62,12.7,
2021-2022,PrimeiraLiga,Estoril,Opponent Total,,,26.1,34.0,36.0,6.0,0.0,4.0,1.0,34.4,0.25,-0.6,-0.02,171.0,447.0,38.3,913.0,148.0,35.8,34.4,245.0,49.0,39.9,481.0,33.0,6.9,46.0,1.35,14.7,
2021-2022,PrimeiraLiga,Marítimo,Paulo Victor Vidotti,br BRA,GK,34.0,30.0,39.0,6.0,1.0,2.0,0.0,42.2,0.26,3.2,0.11,166.0,444.0,37.4,834.0,158.0,36.5,35.1,268.0,52.2,40.8,470.0,24.0,5.1,33.0,1.1,14.2,Matches
2021-2022,PrimeiraLiga,Marítimo,João Miguel Macedo Silva,pt POR,GK,26.0,4.0,4.0,0.0,1.0,1.0,0.0,5.8,0.32,1.8,0.45,17.0,36.0,47.2,102.0,21.0,26.5,29.0,37.0,24.3,30.6,49.0,1.0,2.0,3.0,0.75,13.1,Matches
2021-2022,PrimeiraLiga,Marítimo,Squad Total,,,27.2,34.0,44.0,7.0,2.0,3.0,0.0,49.0,0.27,5.0,0.15,184.0,481.0,38.3,937.0,179.0,35.4,34.5,305.0,48.9,39.5,519.0,25.0,4.8,36.0,1.06,14.1,
2021-2022,PrimeiraLiga,Marítimo,Opponent Total,,,25.8,34.0,39.0,5.0,1.0,2.0,1.0,41.3,0.3,3.3,0.1,172.0,441.0,39.0,812.0,153.0,35.5,34.1,246.0,62.2,46.1,447.0,25.0,5.6,39.0,1.15,13.8,
2021-2022,PrimeiraLiga,Paços,André Ferreira,pt POR,GK,25.0,32.0,41.0,4.0,2.0,6.0,0.0,48.4,0.28,7.4,0.23,199.0,502.0,39.6,708.0,113.0,42.9,37.0,288.0,68.8,46.2,431.0,25.0,5.8,42.0,1.31,15.6,Matches
2021-2022,PrimeiraLiga,Paços,Jeimes,br BRA,GK,20.0,1.9,3.0,0.0,1.0,0.0,0.0,3.8,0.31,0.8,0.4,16.0,35.0,45.7,60.0,4.0,41.7,37.2,17.0,58.8,43.3,30.0,2.0,6.7,5.0,2.6,12.9,Matches
2021-2022,PrimeiraLiga,Paços,Igor Vekič,si SVN,GK,23.0,0.0,,,,,,0.5,0.47,,,,,,,1.0,,,,,,3.0,,,,,18.0,Matches
2021-2022,PrimeiraLiga,Paços,Squad Total,,,27.0,34.0,44.0,4.0,3.0,6.0,0.0,52.7,0.28,8.7,0.26,215.0,537.0,40.0,771.0,118.0,42.7,37.0,305.0,68.2,46.1,464.0,27.0,5.8,47.0,1.38,15.2,
2021-2022,PrimeiraLiga,Paços,Opponent Total,,,25.8,34.0,29.0,4.0,1.0,1.0,1.0,30.7,0.25,2.7,0.08,177.0,429.0,41.3,816.0,116.0,35.9,33.9,241.0,56.4,44.4,501.0,16.0,3.2,41.0,1.21,14.3,
2021-2022,PrimeiraLiga,Boavista,Rafael Bracalli,br BRA,GK,40.0,26.5,37.0,6.0,0.0,5.0,1.0,35.1,0.3,-0.9,-0.03,178.0,450.0,39.6,624.0,124.0,48.1,39.2,205.0,73.2,52.2,376.0,41.0,10.9,41.0,1.55,14.0,Matches
2021-2022,PrimeiraLiga,Boavista,Alireza Beiranvand,ir IRN,GK,28.0,7.5,15.0,0.0,0.0,1.0,0.0,11.0,0.27,-4.0,-0.54,38.0,126.0,30.2,220.0,52.0,41.8,39.0,57.0,59.6,45.1,114.0,13.0,11.4,20.0,2.67,15.0,Matches
2021-2022,PrimeiraLiga,Boavista,Squad Total,,,26.3,34.0,52.0,6.0,0.0,6.0,1.0,46.1,0.29,-4.9,-0.15,216.0,576.0,37.5,844.0,176.0,46.4,39.2,262.0,70.2,50.6,490.0,54.0,11.0,61.0,1.79,14.2,
2021-2022,PrimeiraLiga,Boavista,Opponent Total,,,26.1,34.0,39.0,3.0,0.0,3.0,0.0,36.2,0.28,-2.8,-0.08,154.0,410.0,37.6,925.0,131.0,32.4,32.8,239.0,46.0,39.2,371.0,14.0,3.8,34.0,1.0,15.2,
2021-2022,PrimeiraLiga,Portimonense,Samuel Portugal,br BRA,GK,27.0,30.0,35.0,1.0,0.0,3.0,2.0,39.7,0.3,6.7,0.22,274.0,678.0,40.4,946.0,91.0,46.3,38.7,313.0,76.7,53.4,448.0,18.0,4.0,24.0,0.8,12.8,Matches
2021-2022,PrimeiraLiga,Portimonense,Kosuke Nakamura,jp JPN,GK,26.0,2.0,2.0,0.0,0.0,0.0,0.0,3.7,0.37,1.7,0.85,12.0,30.0,40.0,61.0,14.0,31.1,34.4,17.0,64.7,48.8,33.0,5.0,15.2,0.0,0.0,7.9,Matches
2021-2022,PrimeiraLiga,Portimonense,Payam Niazmand,ir IRN,GK,26.0,2.0,8.0,1.0,0.0,2.0,0.0,8.0,0.4,0.0,0.02,18.0,44.0,40.9,52.0,8.0,48.1,39.3,20.0,95.0,57.8,26.0,1.0,3.8,0.0,0.0,11.0,Matches
2021-2022,PrimeiraLiga,Portimonense,Squad Total,,,25.4,34.0,45.0,2.0,0.0,5.0,2.0,51.4,0.31,8.4,0.25,304.0,752.0,40.4,1059.0,113.0,45.5,38.5,350.0,77.1,53.4,507.0,24.0,4.7,24.0,0.71,12.2,
2021-2022,PrimeiraLiga,Portimonense,Opponent Total,,,26.1,34.0,31.0,2.0,2.0,2.0,3.0,33.8,0.25,5.8,0.17,171.0,430.0,39.8,867.0,181.0,35.2,34.8,267.0,46.8,41.6,405.0,34.0,8.4,27.0,0.79,13.6,
2021-2022,PrimeiraLiga,Vizela,Pedro José Moreira Silva,pt POR,GK,24.0,18.0,29.0,5.0,1.0,2.0,1.0,26.5,0.27,-1.5,-0.08,63.0,187.0,33.7,285.0,82.0,35.4,34.3,173.0,49.7,41.6,289.0,7.0,2.4,14.0,0.74,13.1,Matches
2021-2022,PrimeiraLiga,Vizela,Charles,br BRA,GK,27.0,14.0,25.0,4.0,0.0,2.0,1.0,22.3,0.28,-1.7,-0.12,56.0,168.0,33.3,278.0,91.0,34.9,35.2,126.0,56.3,42.9,254.0,15.0,5.9,6.0,0.43,10.5,Matches
2021-2022,PrimeiraLiga,Vizela,Ivo Gonçalves,pt POR,GK,37.0,1.0,4.0,0.0,0.0,0.0,0.0,2.8,0.47,-1.2,-1.2,3.0,9.0,33.3,9.0,3.0,44.4,39.0,5.0,100.0,57.8,12.0,2.0,16.7,0.0,0.0,6.5,Matches
2021-2022,PrimeiraLiga,Vizela,Squad Total,,,26.5,34.0,58.0,9.0,1.0,4.0,2.0,51.6,0.28,-4.4,-0.13,122.0,364.0,33.5,572.0,176.0,35.3,34.8,304.0,53.3,42.4,555.0,24.0,4.3,20.0,0.61,11.9,
2021-2022,PrimeiraLiga,Vizela,Opponent Total,,,26.0,34.0,37.0,3.0,1.0,5.0,1.0,34.9,0.28,-1.1,-0.03,205.0,528.0,38.8,936.0,123.0,38.2,34.8,287.0,59.2,44.3,540.0,19.0,3.5,47.0,1.38,15.6,
2021-2022,PrimeiraLiga,Arouca,Victor Braga,br BRA,GK,29.0,23.1,33.0,2.0,0.0,2.0,1.0,35.4,0.33,3.4,0.15,157.0,398.0,39.4,604.0,99.0,46.2,37.2,163.0,73.0,51.1,328.0,25.0,7.6,51.0,2.21,17.1,Matches
2021-2022,PrimeiraLiga,Arouca,Fernando Augusto,br BRA,GK,24.0,6.9,14.0,1.0,0.0,0.0,0.0,13.6,0.36,-0.4,-0.05,30.0,103.0,29.1,185.0,30.0,41.6,38.5,62.0,41.9,37.8,93.0,4.0,4.3,7.0,1.02,14.3,Matches
2021-2022,PrimeiraLiga,Arouca,Norbert Haymamba,cm CMR,GK,22.0,3.0,7.0,1.0,0.0,0.0,1.0,3.6,0.26,-2.4,-0.8,11.0,29.0,37.9,79.0,14.0,27.8,29.1,17.0,41.2,34.8,29.0,3.0,10.3,7.0,2.33,19.0,Matches
2021-2022,PrimeiraLiga,Arouca,Emilijus Zubas,lt LTU,GK,31.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8,0.26,0.8,0.78,5.0,14.0,35.7,43.0,15.0,25.6,31.0,7.0,42.9,39.9,13.0,1.0,7.7,0.0,0.0,11.0,Matches
2021-2022,PrimeiraLiga,Arouca,Squad Total,,,27.0,34.0,54.0,4.0,0.0,2.0,2.0,53.5,0.33,1.5,0.04,203.0,544.0,37.3,911.0,158.0,42.7,36.5,249.0,62.2,46.3,463.0,33.0,7.1,65.0,1.91,16.7,
2021-2022,PrimeiraLiga,Arouca,Opponent Total,,,25.8,34.0,30.0,2.0,2.0,4.0,0.0,31.3,0.24,1.3,0.04,199.0,548.0,36.3,895.0,159.0,40.1,36.4,263.0,71.9,49.2,511.0,29.0,5.7,45.0,1.32,15.0,
2021-2022,PrimeiraLiga,Moreirense,Mateus Pasinato,br BRA,GK,29.0,19.0,35.0,4.0,0.0,6.0,0.0,33.8,0.37,-1.2,-0.06,122.0,312.0,39.1,388.0,52.0,49.5,39.6,149.0,80.5,56.1,232.0,9.0,3.9,23.0,1.21,15.2,Matches
2021-2022,PrimeiraLiga,Moreirense,Kewin,br BRA,GK,25.0,15.0,16.0,1.0,1.0,2.0,0.0,15.9,0.26,-0.1,0.0,85.0,274.0,31.0,368.0,64.0,51.4,41.1,106.0,80.2,55.6,238.0,16.0,6.7,23.0,1.53,15.5,Matches
2021-2022,PrimeiraLiga,Moreirense,Squad Total,,,27.0,34.0,51.0,5.0,1.0,8.0,0.0,49.8,0.32,-1.2,-0.04,207.0,586.0,35.3,756.0,116.0,50.4,40.4,255.0,80.4,55.9,470.0,25.0,5.3,46.0,1.35,15.3,
2021-2022,PrimeiraLiga,Moreirense,Opponent Total,,,26.0,34.0,33.0,4.0,1.0,1.0,1.0,38.5,0.25,6.5,0.19,220.0,536.0,41.0,853.0,141.0,41.9,36.8,259.0,69.1,49.0,500.0,38.0,7.6,29.0,0.85,12.4,
2021-2022,PrimeiraLiga,Tondela,Pedro Trigueira,pt POR,GK,33.0,28.9,53.0,6.0,0.0,3.0,1.0,54.4,0.32,2.4,0.08,214.0,526.0,40.7,754.0,144.0,48.8,39.2,287.0,55.1,41.9,449.0,21.0,4.7,21.0,0.73,12.3,Matches
2021-2022,PrimeiraLiga,Tondela,Babacar Niasse,mr MTN,GK,24.0,5.1,14.0,2.0,1.0,1.0,0.0,10.2,0.29,-3.8,-0.73,19.0,71.0,26.8,157.0,29.0,32.5,33.5,40.0,50.0,41.3,77.0,3.0,3.9,6.0,1.17,15.1,Matches
2021-2022,PrimeiraLiga,Tondela,Squad Total,,,25.4,34.0,67.0,8.0,1.0,4.0,1.0,64.7,0.32,-1.3,-0.04,233.0,597.0,39.0,911.0,173.0,46.0,38.2,327.0,54.4,41.8,526.0,24.0,4.6,27.0,0.79,12.7,
2021-2022,PrimeiraLiga,Tondela,Opponent Total,,,26.1,34.0,41.0,9.0,0.0,7.0,0.0,39.6,0.27,-1.4,-0.04,160.0,380.0,42.1,758.0,152.0,33.4,33.8,235.0,54.0,44.8,372.0,18.0,4.8,46.0,1.35,15.8,
2021-2022,PrimeiraLiga,B-SAD,Luiz Felipe,br BRA,GK,24.0,32.0,44.0,4.0,0.0,6.0,0.0,50.1,0.3,6.1,0.19,166.0,517.0,32.1,786.0,115.0,42.5,36.3,283.0,64.7,48.5,499.0,24.0,4.8,27.0,0.84,12.0,Matches
2021-2022,PrimeiraLiga,B-SAD,Álvaro Ramalho,pt POR,GK,22.0,2.0,11.0,1.0,0.0,0.0,1.0,8.0,0.41,-2.0,-1.01,11.0,31.0,35.5,39.0,6.0,56.4,42.8,13.0,69.2,48.2,30.0,1.0,3.3,3.0,1.5,14.9,Matches
2021-2022,PrimeiraLiga,B-SAD,Squad Total,,,25.4,34.0,55.0,5.0,0.0,6.0,1.0,58.1,0.31,4.1,0.12,177.0,548.0,32.3,825.0,121.0,43.2,36.6,296.0,64.9,48.5,529.0,25.0,4.7,30.0,0.88,12.1,
2021-2022,PrimeiraLiga,B-SAD,Opponent Total,,,,34.0,,,0.0,4.0,1.0,24.0,,,,156.0,383.0,40.7,829.0,150.0,31.4,32.7,246.0,50.0,40.8,397.0,23.0,5.8,25.0,,14.9,
2022-2023,EPL,Arsenal,Aaron Ramsdale,eng ENG,GK,24-303,27.0,25.0,2.0,0.0,4.0,1.0,24.5,0.27,0.5,0.02,76.0,280.0,27.1,639.0,128.0,35.1,33.4,95.0,58.9,49.4,264.0,16.0,6.1,32.0,1.23,16.8,Matches
2022-2023,EPL,Arsenal,Squad Total,,,25.1,27.0,25.0,2.0,0.0,4.0,1.0,24.5,0.27,0.5,0.02,76.0,280.0,27.1,639.0,128.0,35.1,33.4,95.0,58.9,49.4,264.0,16.0,6.1,32.0,1.19,16.8,
2022-2023,EPL,Arsenal,Opponent Total,,,27.5,27.0,62.0,2.0,0.0,10.0,3.0,45.7,0.32,-13.3,-0.49,161.0,432.0,37.3,641.0,98.0,43.4,36.3,231.0,66.7,48.7,367.0,27.0,7.4,23.0,0.85,12.7,
2022-2023,EPL,Manchester City,Ederson,br BRA,GK,29-208,27.0,25.0,3.0,1.0,2.0,1.0,19.9,0.28,-4.1,-0.16,84.0,195.0,43.1,801.0,115.0,19.9,28.2,119.0,30.3,32.9,212.0,19.0,9.0,29.0,1.12,15.6,Matches
2022-2023,EPL,Manchester City,Squad Total,,,27.8,27.0,25.0,3.0,1.0,2.0,1.0,19.9,0.28,-4.1,-0.15,84.0,195.0,43.1,801.0,115.0,19.9,28.2,119.0,30.3,32.9,212.0,19.0,9.0,29.0,1.07,15.6,
2022-2023,EPL,Manchester City,Opponent Total,,,27.4,27.0,67.0,6.0,1.0,8.0,2.0,50.9,0.31,-14.1,-0.52,170.0,477.0,35.6,848.0,140.0,40.8,35.5,225.0,58.2,44.1,416.0,25.0,6.0,23.0,0.85,13.9,
2022-2023,EPL,Manchester Utd,David de Gea,es ESP,GK,32-126,26.0,35.0,1.0,2.0,5.0,1.0,29.7,0.29,-4.3,-0.17,87.0,283.0,30.7,659.0,89.0,32.3,31.7,114.0,61.4,46.2,362.0,9.0,2.5,20.0,0.8,14.9,Matches
2022-2023,EPL,Manchester Utd,Squad Total,,,27.6,26.0,35.0,1.0,2.0,5.0,1.0,29.7,0.28,-4.3,-0.17,87.0,283.0,30.7,659.0,89.0,32.3,31.7,114.0,61.4,46.2,362.0,9.0,2.5,20.0,0.77,14.9,
2022-2023,EPL,Manchester Utd,Opponent Total,,,27.0,26.0,41.0,2.0,0.0,2.0,2.0,42.1,0.3,3.1,0.12,146.0,385.0,37.9,824.0,123.0,36.2,32.3,173.0,50.3,40.7,276.0,14.0,5.1,46.0,1.77,19.2,
2022-2023,EPL,Tottenham,Hugo Lloris,fr FRA,GK,36-077,21.0,29.0,1.0,0.0,2.0,1.0,25.7,0.26,-2.3,-0.11,68.0,179.0,38.0,459.0,94.0,30.7,31.3,163.0,23.3,24.9,274.0,16.0,5.8,26.0,1.24,14.1,Matches
2022-2023,EPL,Tottenham,Fraser Forster,eng ENG,GK,34-361,6.0,8.0,0.0,0.0,2.0,0.0,5.3,0.3,-1.7,-0.34,10.0,31.0,32.3,95.0,28.0,23.2,28.5,28.0,32.1,29.5,54.0,1.0,1.9,9.0,1.8,21.4,Matches
2022-2023,EPL,Tottenham,Squad Total,,,28.4,27.0,37.0,1.0,0.0,4.0,1.0,31.0,0.26,-5.0,-0.19,78.0,210.0,37.1,554.0,122.0,29.4,30.8,191.0,24.6,25.5,328.0,17.0,5.2,35.0,1.3,15.2,
2022-2023,EPL,Tottenham,Opponent Total,,,27.4,27.0,49.0,3.0,0.0,12.0,2.0,38.0,0.25,-9.0,-0.33,131.0,427.0,30.7,685.0,119.0,46.7,37.1,159.0,67.3,48.7,371.0,22.0,5.9,44.0,1.63,15.4,
2022-2023,EPL,Newcastle Utd,Nick Pope,eng ENG,GK,30-328,24.2,18.0,1.0,0.0,5.0,0.0,18.3,0.25,1.3,0.06,82.0,256.0,32.0,469.0,152.0,34.3,33.4,131.0,72.5,52.8,296.0,21.0,7.1,52.0,2.24,19.3,Matches
2022-2023,EPL,Newcastle Utd,Martin Dúbravka,sk SVK,GK,34-057,0.7,0.0,0.0,0.0,0.0,0.0,1.1,0.21,1.1,1.42,3.0,6.0,50.0,16.0,8.0,18.8,21.1,6.0,50.0,30.0,13.0,1.0,7.7,0.0,0.0,12.5,Matches
2022-2023,EPL,Newcastle Utd,Squad Total,,,28.1,25.0,18.0,1.0,0.0,5.0,0.0,19.4,0.23,1.4,0.05,85.0,262.0,32.4,485.0,160.0,33.8,33.0,137.0,71.5,51.8,309.0,22.0,7.1,52.0,2.08,19.1,
2022-2023,EPL,Newcastle Utd,Opponent Total,,,27.6,25.0,37.0,3.0,1.0,5.0,1.0,35.8,0.27,-0.2,-0.01,133.0,445.0,29.9,682.0,139.0,46.5,38.2,180.0,71.1,50.3,363.0,38.0,10.5,29.0,1.16,13.8,
2022-2023,EPL,Liverpool,Alisson,br BRA,GK,30-162,26.0,29.0,2.0,0.0,0.0,2.0,36.6,0.33,10.6,0.42,77.0,181.0,42.5,832.0,156.0,17.9,26.5,135.0,23.7,29.9,276.0,14.0,5.1,47.0,1.88,19.4,Matches
2022-2023,EPL,Liverpool,Squad Total,,,28.1,26.0,29.0,2.0,0.0,0.0,2.0,36.6,0.32,9.6,0.37,77.0,181.0,42.5,832.0,156.0,17.9,26.5,135.0,23.7,29.9,276.0,14.0,5.1,47.0,1.81,19.4,
2022-2023,EPL,Liverpool,Opponent Total,,,27.2,26.0,47.0,0.0,0.0,8.0,4.0,43.5,0.3,0.5,0.02,139.0,461.0,30.2,654.0,140.0,47.7,38.0,223.0,66.8,48.4,449.0,27.0,6.0,22.0,0.85,13.3,
2022-2023,EPL,Brighton,Robert Sánchez,es ESP,GK,25-115,22.0,29.0,5.0,0.0,4.0,3.0,24.1,0.26,-1.9,-0.09,56.0,201.0,27.9,616.0,98.0,24.7,29.3,127.0,38.6,35.9,220.0,17.0,7.7,13.0,0.59,12.5,Matches
2022-2023,EPL,Brighton,Jason Steele,eng ENG,GK,32-207,2.0,2.0,0.0,0.0,0.0,0.0,0.2,0.1,0.2,0.19,1.0,4.0,25.0,30.0,4.0,13.3,22.8,2.0,0.0,11.0,4.0,0.0,0.0,3.0,3.0,20.6,Matches
