Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,Goals_GA,Goals_PKA,Goals_FK,Goals_CK,Goals_OG,Expected_PSxG,Expected_PSxG/SoT,Expected_PSxG+/-,Expected_/90,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att,Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp%,Sweeper_#OPA,Sweeper_#OPA/90,Sweeper_AvgDist,Unnamed: 30_level_0_Matches
2018-2019,EPL,Manchester City,Opponent Total,,,26.6,38.0,95.0,3.0,2.0,5.0,4.0,80.9,0.31,-10.1,-0.27,345.0,892.0,38.7,935.0,109.0,57.4,41.8,406.0,87.4,58.4,601.0,19.0,3.2,19.0,0.5,11.1,
2018-2019,EPL,Liverpool,Alisson,br BRA,GK,25.0,38.0,22.0,0.0,0.0,5.0,0.0,27.2,0.29,5.2,0.14,129.0,311.0,41.5,1072.0,212.0,20.1,28.8,216.0,44.0,41.3,385.0,16.0,4.2,59.0,1.55,16.6,Matches
2018-2019,EPL,Liverpool,Squad Total,,,26.1,38.0,22.0,0.0,0.0,5.0,0.0,27.2,0.29,5.2,0.14,129.0,311.0,41.5,1072.0,212.0,20.1,28.8,216.0,44.0,41.3,385.0,16.0,4.2,59.0,1.55,16.6,
2018-2019,EPL,Liverpool,Opponent Total,,,26.9,38.0,89.0,7.0,1.0,12.0,3.0,77.7,0.33,-8.3,-0.22,250.0,779.0,32.1,885.0,140.0,55.8,41.5,367.0,77.7,54.9,573.0,20.0,3.5,36.0,0.95,12.8,
2018-2019,EPL,Chelsea,Kepa Arrizabalaga,es ESP,GK,23.0,36.0,39.0,1.0,0.0,6.0,0.0,36.5,0.29,-2.5,-0.07,114.0,230.0,49.6,903.0,156.0,15.7,25.9,256.0,34.4,36.5,369.0,14.0,3.8,35.0,0.97,18.1,Matches
2018-2019,EPL,Chelsea,Willy Caballero,ar ARG,GK,36.0,2.0,0.0,0.0,0.0,0.0,0.0,0.3,0.11,0.3,0.16,9.0,20.0,45.0,47.0,9.0,19.1,29.5,16.0,68.8,46.6,26.0,2.0,7.7,0.0,0.0,5.8,Matches
2018-2019,EPL,Chelsea,Squad Total,,,27.3,38.0,39.0,1.0,0.0,6.0,0.0,36.8,0.28,-2.2,-0.06,123.0,250.0,49.2,950.0,165.0,15.9,26.1,272.0,36.4,37.1,395.0,16.0,4.1,35.0,0.92,17.6,
2018-2019,EPL,Chelsea,Opponent Total,,,26.8,38.0,63.0,5.0,0.0,8.0,2.0,61.3,0.29,0.3,0.01,310.0,771.0,40.2,932.0,134.0,54.1,41.0,338.0,79.0,55.3,547.0,19.0,3.5,18.0,0.47,13.8,
2018-2019,EPL,Tottenham,Hugo Lloris,fr FRA,GK,31.0,33.0,33.0,3.0,1.0,5.0,3.0,39.2,0.27,9.2,0.28,164.0,408.0,40.2,956.0,161.0,29.5,32.2,252.0,50.0,42.2,454.0,13.0,2.9,36.0,1.09,14.9,Matches
2018-2019,EPL,Tottenham,Paulo Gazzaniga,ar ARG,GK,26.0,3.0,2.0,0.0,0.0,0.0,0.0,4.3,0.33,2.3,0.77,15.0,44.0,34.1,82.0,13.0,29.3,29.3,26.0,76.9,54.7,42.0,2.0,4.8,2.0,0.67,13.1,Matches
2018-2019,EPL,Tottenham,Michel Vorm,nl NED,GK,34.0,2.0,4.0,0.0,0.0,2.0,0.0,4.2,0.32,0.2,0.11,4.0,12.0,33.3,51.0,17.0,15.7,24.7,10.0,40.0,35.6,18.0,1.0,5.6,2.0,1.0,15.4,Matches
2018-2019,EPL,Tottenham,Squad Total,,,26.8,38.0,39.0,3.0,1.0,7.0,3.0,47.7,0.28,11.7,0.31,183.0,464.0,39.4,1089.0,191.0,28.8,31.6,288.0,52.1,43.1,514.0,16.0,3.1,40.0,1.05,14.8,
2018-2019,EPL,Tottenham,Opponent Total,,,26.7,38.0,67.0,4.0,2.0,9.0,1.0,56.9,0.29,-9.1,-0.24,330.0,805.0,41.0,923.0,143.0,60.0,43.5,294.0,85.4,57.8,495.0,24.0,4.8,44.0,1.16,15.0,
2018-2019,EPL,Arsenal,Bernd Leno,de GER,GK,26.0,31.5,42.0,7.0,1.0,3.0,1.0,44.3,0.27,3.3,0.1,127.0,385.0,33.0,876.0,181.0,29.3,31.5,227.0,56.4,45.3,385.0,10.0,2.6,40.0,1.27,15.3,Matches
2018-2019,EPL,Arsenal,Petr Čech,cz CZE,GK,36.0,6.5,9.0,0.0,0.0,0.0,0.0,9.2,0.26,0.2,0.03,32.0,93.0,34.4,217.0,46.0,28.6,31.7,53.0,58.5,46.5,104.0,6.0,5.8,8.0,1.23,12.9,Matches
2018-2019,EPL,Arsenal,Squad Total,,,26.7,38.0,51.0,7.0,1.0,3.0,1.0,53.5,0.26,3.5,0.09,159.0,478.0,33.3,1093.0,227.0,29.2,31.5,280.0,56.8,45.5,489.0,16.0,3.3,48.0,1.26,14.9,
2018-2019,EPL,Arsenal,Opponent Total,,,26.8,38.0,73.0,4.0,3.0,8.0,4.0,58.0,0.33,-11.0,-0.29,280.0,687.0,40.8,837.0,145.0,53.4,40.7,305.0,78.7,54.6,455.0,13.0,2.9,30.0,0.79,13.8,
2018-2019,EPL,Manchester Utd,David de Gea,es ESP,GK,27.0,38.0,54.0,6.0,2.0,7.0,3.0,49.9,0.26,-1.1,-0.03,265.0,620.0,42.7,769.0,153.0,46.6,38.2,332.0,78.9,54.6,524.0,9.0,1.7,25.0,0.66,13.4,Matches
2018-2019,EPL,Manchester Utd,Squad Total,,,26.3,38.0,54.0,6.0,2.0,7.0,3.0,49.9,0.26,-1.1,-0.03,265.0,620.0,42.7,769.0,153.0,46.6,38.2,332.0,78.9,54.6,524.0,9.0,1.7,25.0,0.66,13.4,
2018-2019,EPL,Manchester Utd,Opponent Total,,,26.9,38.0,65.0,9.0,2.0,7.0,0.0,66.7,0.25,1.7,0.04,212.0,657.0,32.3,837.0,161.0,52.3,40.1,277.0,79.1,55.6,495.0,14.0,2.8,33.0,0.87,13.5,
2018-2019,EPL,Wolves,Rui Patrício,pt POR,GK,30.0,37.0,46.0,3.0,1.0,6.0,4.0,39.3,0.27,-2.7,-0.07,213.0,541.0,39.4,579.0,103.0,52.8,39.1,284.0,82.7,50.5,493.0,14.0,2.8,18.0,0.49,12.1,Matches
2018-2019,EPL,Wolves,John Ruddy,eng ENG,GK,31.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.05,0.1,0.14,5.0,11.0,45.5,14.0,2.0,35.7,37.9,7.0,85.7,49.7,15.0,1.0,6.7,0.0,0.0,11.0,Matches
2018-2019,EPL,Wolves,Will Norris,eng ENG,GK,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,0.0,,Matches
2018-2019,EPL,Wolves,Squad Total,,,26.1,38.0,46.0,3.0,1.0,6.0,4.0,39.4,0.26,-2.6,-0.07,218.0,552.0,39.5,593.0,105.0,52.4,39.1,291.0,82.8,50.5,508.0,15.0,3.0,18.0,0.47,12.1,
2018-2019,EPL,Wolves,Opponent Total,,,26.8,38.0,47.0,4.0,2.0,7.0,1.0,47.7,0.3,1.7,0.04,227.0,662.0,34.3,902.0,128.0,48.1,38.3,288.0,79.2,55.3,483.0,14.0,2.9,50.0,1.32,17.3,
2018-2019,EPL,Everton,Jordan Pickford,eng ENG,GK,24.0,38.0,46.0,2.0,2.0,9.0,2.0,45.3,0.3,1.3,0.03,253.0,724.0,34.9,979.0,152.0,54.0,42.3,291.0,67.0,53.7,431.0,14.0,3.2,40.0,1.05,17.3,Matches
2018-2019,EPL,Everton,Squad Total,,,25.7,38.0,46.0,2.0,2.0,9.0,2.0,45.3,0.3,1.3,0.03,253.0,724.0,34.9,979.0,152.0,54.0,42.3,291.0,67.0,53.7,431.0,14.0,3.2,40.0,1.05,17.3,
2018-2019,EPL,Everton,Opponent Total,,,26.8,38.0,54.0,2.0,2.0,8.0,1.0,45.8,0.26,-7.2,-0.19,231.0,667.0,34.6,881.0,139.0,49.1,39.5,303.0,77.2,54.8,636.0,23.0,3.6,33.0,0.87,13.5,
2018-2019,EPL,Leicester City,Kasper Schmeichel,dk DEN,GK,31.0,38.0,48.0,5.0,0.0,4.0,0.0,40.0,0.26,-8.0,-0.21,282.0,639.0,44.1,935.0,127.0,44.3,37.7,310.0,72.6,52.3,534.0,12.0,2.2,25.0,0.66,12.5,Matches
2018-2019,EPL,Leicester City,Squad Total,,,25.9,38.0,48.0,5.0,0.0,4.0,0.0,40.0,0.26,-8.0,-0.21,282.0,639.0,44.1,935.0,127.0,44.3,37.7,310.0,72.6,52.3,534.0,12.0,2.2,25.0,0.66,12.5,
2018-2019,EPL,Leicester City,Opponent Total,,,26.8,38.0,51.0,5.0,3.0,5.0,3.0,52.2,0.26,4.2,0.11,230.0,634.0,36.3,823.0,153.0,47.5,38.2,315.0,77.1,53.1,593.0,23.0,3.9,31.0,0.82,14.5,
2018-2019,EPL,West Ham,Łukasz Fabiański,pl POL,GK,33.0,38.0,55.0,4.0,0.0,10.0,1.0,62.7,0.31,8.7,0.23,306.0,825.0,37.1,917.0,155.0,59.0,43.0,309.0,91.9,61.3,554.0,29.0,5.2,16.0,0.42,12.1,Matches
2018-2019,EPL,West Ham,Squad Total,,,27.6,38.0,55.0,4.0,0.0,10.0,1.0,62.7,0.31,8.7,0.23,306.0,825.0,37.1,917.0,155.0,59.0,43.0,309.0,91.9,61.3,554.0,29.0,5.2,16.0,0.42,12.1,
2018-2019,EPL,West Ham,Opponent Total,,,26.7,38.0,52.0,5.0,0.0,8.0,1.0,49.3,0.29,-1.7,-0.04,243.0,580.0,41.9,815.0,144.0,47.7,37.6,266.0,71.8,52.2,480.0,12.0,2.5,42.0,1.11,16.5,
2018-2019,EPL,Watford,Ben Foster,eng ENG,GK,35.0,38.0,59.0,4.0,2.0,6.0,3.0,55.5,0.3,-0.5,-0.01,340.0,941.0,36.1,942.0,98.0,69.9,45.9,308.0,91.9,63.2,575.0,31.0,5.4,72.0,1.89,16.9,Matches
2018-2019,EPL,Watford,Squad Total,,,28.5,38.0,59.0,4.0,2.0,6.0,3.0,55.5,0.3,-0.5,-0.01,340.0,941.0,36.1,942.0,98.0,69.9,45.9,308.0,91.9,63.2,575.0,31.0,5.4,72.0,1.89,16.9,
2018-2019,EPL,Watford,Opponent Total,,,26.8,38.0,52.0,1.0,0.0,7.0,1.0,45.2,0.3,-5.8,-0.15,247.0,631.0,39.1,820.0,144.0,50.6,39.4,258.0,83.7,57.0,474.0,22.0,4.6,29.0,0.76,13.6,
2018-2019,EPL,Crystal Palace,Vicente Guaita,es ESP,GK,31.0,19.5,23.0,1.0,0.0,2.0,1.0,20.3,0.23,-1.7,-0.09,123.0,396.0,31.1,398.0,90.0,56.5,41.4,191.0,89.5,58.7,317.0,13.0,4.1,10.0,0.51,12.5,Matches
2018-2019,EPL,Crystal Palace,Wayne Hennessey,wls WAL,GK,31.0,17.5,26.0,3.0,1.0,4.0,0.0,22.8,0.28,-3.2,-0.18,111.0,342.0,32.5,373.0,66.0,59.0,43.6,143.0,85.3,63.1,300.0,13.0,4.3,15.0,0.86,13.6,Matches
2018-2019,EPL,Crystal Palace,Julián Speroni,ar ARG,GK,39.0,1.0,4.0,0.0,0.0,1.0,0.0,3.6,0.4,-0.4,-0.37,11.0,31.0,35.5,22.0,3.0,90.9,53.1,13.0,84.6,54.9,18.0,1.0,5.6,0.0,0.0,3.8,Matches
2018-2019,EPL,Crystal Palace,Squad Total,,,27.4,38.0,53.0,4.0,1.0,7.0,1.0,46.7,0.26,-5.3,-0.14,245.0,769.0,31.9,793.0,159.0,58.6,42.8,347.0,87.6,60.4,635.0,27.0,4.3,25.0,0.66,12.7,
2018-2019,EPL,Crystal Palace,Opponent Total,,,26.7,38.0,51.0,10.0,1.0,3.0,3.0,43.2,0.23,-4.8,-0.13,240.0,529.0,45.4,708.0,109.0,46.6,38.2,306.0,65.0,49.8,449.0,19.0,4.2,37.0,0.97,14.8,
2018-2019,EPL,Newcastle Utd,Martin Dúbravka,sk SVK,GK,29.0,38.0,48.0,6.0,2.0,9.0,1.0,42.3,0.27,-4.7,-0.12,250.0,708.0,35.3,850.0,140.0,51.1,38.9,323.0,84.8,57.9,651.0,43.0,6.6,33.0,0.87,12.0,Matches
2018-2019,EPL,Newcastle Utd,Squad Total,,,26.9,38.0,48.0,6.0,2.0,9.0,1.0,42.3,0.27,-4.7,-0.12,250.0,708.0,35.3,850.0,140.0,51.1,38.9,323.0,84.8,57.9,651.0,43.0,6.6,33.0,0.87,12.0,
2018-2019,EPL,Newcastle Utd,Opponent Total,,,26.8,38.0,42.0,1.0,1.0,7.0,1.0,38.8,0.26,-2.2,-0.06,177.0,492.0,36.0,898.0,212.0,38.0,35.0,255.0,59.2,48.3,554.0,21.0,3.8,51.0,1.34,14.7,
2018-2019,EPL,Bournemouth,Asmir Begović,ba BIH,GK,31.0,24.0,47.0,2.0,0.0,5.0,2.0,34.5,0.32,-10.5,-0.44,129.0,328.0,39.3,466.0,128.0,42.5,35.9,192.0,67.7,49.9,365.0,24.0,6.6,16.0,0.67,11.3,Matches
2018-2019,EPL,Bournemouth,Artur Boruc,pl POL,GK,38.0,12.0,18.0,3.0,2.0,1.0,0.0,15.9,0.24,-2.1,-0.17,57.0,167.0,34.1,236.0,62.0,39.8,36.6,112.0,65.2,48.2,213.0,4.0,1.9,9.0,0.75,14.3,Matches
2018-2019,EPL,Bournemouth,Mark Travers,ie IRL,GK,19.0,2.0,5.0,0.0,0.0,0.0,1.0,4.7,0.37,0.7,0.35,5.0,17.0,29.4,42.0,13.0,28.6,30.0,14.0,35.7,38.0,18.0,0.0,0.0,5.0,2.5,29.8,Matches
2018-2019,EPL,Bournemouth,Squad Total,,,26.6,38.0,70.0,5.0,2.0,6.0,3.0,55.2,0.3,-11.8,-0.31,191.0,512.0,37.3,744.0,203.0,40.9,35.8,318.0,65.4,48.7,596.0,28.0,4.7,30.0,0.79,12.9,
2018-2019,EPL,Bournemouth,Opponent Total,,,26.8,38.0,56.0,7.0,0.0,8.0,1.0,55.7,0.3,0.7,0.02,288.0,727.0,39.6,889.0,125.0,52.6,40.1,306.0,84.6,58.0,475.0,13.0,2.7,28.0,0.74,13.5,
2018-2019,EPL,Burnley,Joe Hart,eng ENG,GK,31.0,19.0,41.0,1.0,1.0,6.0,1.0,36.0,0.3,-4.0,-0.21,202.0,500.0,40.4,434.0,50.0,75.8,49.2,181.0,94.5,65.2,310.0,6.0,1.9,14.0,0.74,13.3,Matches
2018-2019,EPL,Burnley,Tom Heaton,eng ENG,GK,32.0,19.0,27.0,1.0,1.0,2.0,3.0,22.0,0.26,-2.0,-0.1,179.0,457.0,39.2,414.0,45.0,73.4,48.2,172.0,89.0,60.7,333.0,8.0,2.4,29.0,1.53,16.4,Matches
2018-2019,EPL,Burnley,Squad Total,,,28.0,38.0,68.0,2.0,2.0,8.0,4.0,58.0,0.28,-6.0,-0.16,381.0,957.0,39.8,848.0,95.0,74.6,48.7,353.0,91.8,63.0,643.0,14.0,2.2,43.0,1.13,15.1,
2018-2019,EPL,Burnley,Opponent Total,,,26.7,38.0,45.0,2.0,0.0,10.0,2.0,39.7,0.34,-3.3,-0.09,243.0,711.0,34.2,1038.0,148.0,44.6,37.1,300.0,82.7,56.5,545.0,40.0,7.3,33.0,0.87,13.5,
2018-2019,EPL,Southampton,Alex McCarthy,eng ENG,GK,28.0,25.0,44.0,2.0,0.0,4.0,3.0,37.3,0.3,-3.7,-0.15,139.0,447.0,31.1,478.0,82.0,60.3,42.8,189.0,84.1,57.6,375.0,15.0,4.0,17.0,0.68,11.6,Matches
2018-2019,EPL,Southampton,Angus Gunn,eng ENG,GK,22.0,12.0,18.0,0.0,0.0,2.0,0.0,14.9,0.28,-3.1,-0.26,69.0,249.0,27.7,215.0,17.0,77.2,48.4,91.0,91.2,60.8,166.0,5.0,3.0,12.0,1.0,14.3,Matches
2018-2019,EPL,Southampton,Fraser Forster,eng ENG,GK,30.0,1.0,3.0,0.0,0.0,0.0,0.0,1.9,0.31,-1.1,-1.15,5.0,18.0,27.8,16.0,4.0,68.8,42.6,7.0,100.0,65.1,5.0,0.0,0.0,0.0,0.0,2.0,Matches
2018-2019,EPL,Southampton,Squad Total,,,25.4,38.0,65.0,2.0,0.0,6.0,3.0,54.0,0.3,-8.0,-0.21,213.0,714.0,29.8,709.0,103.0,65.6,44.5,287.0,86.8,58.8,546.0,20.0,3.7,29.0,0.76,12.4,
2018-2019,EPL,Southampton,Opponent Total,,,26.7,38.0,45.0,4.0,3.0,5.0,1.0,44.2,0.26,0.2,0.01,243.0,659.0,36.9,943.0,140.0,47.6,37.8,317.0,66.2,50.8,526.0,15.0,2.9,51.0,1.34,16.6,
2018-2019,EPL,Brighton,Mathew Ryan,au AUS,GK,26.0,34.0,55.0,8.0,1.0,5.0,0.0,51.2,0.29,-3.8,-0.11,302.0,735.0,41.1,702.0,100.0,61.7,42.7,324.0,93.2,58.8,506.0,17.0,3.4,11.0,0.32,11.6,Matches
2018-2019,EPL,Brighton,David Button,eng ENG,GK,29.0,4.0,5.0,2.0,0.0,0.0,0.0,4.8,0.15,-0.2,-0.06,26.0,87.0,29.9,74.0,9.0,73.0,47.7,34.0,97.1,65.1,55.0,3.0,5.5,2.0,0.5,13.5,Matches
2018-2019,EPL,Brighton,Squad Total,,,27.4,38.0,60.0,10.0,1.0,5.0,0.0,55.9,0.28,-4.1,-0.11,328.0,822.0,39.9,776.0,109.0,62.8,43.2,358.0,93.6,59.4,561.0,20.0,3.6,13.0,0.34,11.9,
2018-2019,EPL,Brighton,Opponent Total,,,26.8,38.0,35.0,5.0,0.0,10.0,0.0,32.0,0.26,-3.0,-0.08,185.0,549.0,33.7,828.0,127.0,43.1,36.4,262.0,73.3,53.0,523.0,24.0,4.6,42.0,1.11,15.8,
2018-2019,EPL,Cardiff City,Neil Etheridge,ph PHI,GK,28.0,38.0,69.0,4.0,1.0,12.0,0.0,68.2,0.3,-0.8,-0.02,337.0,1076.0,31.3,876.0,51.0,86.6,53.9,319.0,99.4,65.6,536.0,15.0,2.8,46.0,1.21,15.4,Matches
2018-2019,EPL,Cardiff City,Squad Total,,,27.7,38.0,69.0,4.0,1.0,12.0,0.0,68.2,0.3,-0.8,-0.02,337.0,1076.0,31.3,876.0,51.0,86.6,50.9,319.0,99.4,65.6,536.0,15.0,2.8,46.0,1.21,15.4,
2018-2019,EPL,Cardiff City,Opponent Total,,,26.7,38.0,34.0,3.0,0.0,4.0,1.0,35.6,0.29,2.6,0.07,183.0,472.0,38.8,902.0,173.0,30.6,32.4,286.0,68.5,51.0,441.0,21.0,4.8,35.0,0.92,13.7,
2018-2019,EPL,Fulham,Sergio Rico,es ESP,GK,24.0,29.0,56.0,4.0,0.0,9.0,2.0,50.6,0.29,-3.4,-0.12,252.0,606.0,41.6,611.0,91.0,61.4,41.9,275.0,84.0,55.6,471.0,6.0,1.3,28.0,0.97,14.3,Matches
2018-2019,EPL,Fulham,Marcus Bettinelli,eng ENG,GK,26.0,7.0,20.0,1.0,0.0,1.0,0.0,17.5,0.39,-2.5,-0.36,64.0,143.0,44.8,176.0,32.0,49.4,37.3,67.0,83.6,53.9,129.0,1.0,0.8,11.0,1.57,16.0,Matches
2018-2019,EPL,Fulham,Fabricio,es ESP,GK,30.0,2.0,5.0,0.0,1.0,0.0,0.0,4.3,0.21,-0.7,-0.36,16.0,28.0,57.1,47.0,14.0,40.4,35.4,14.0,64.3,44.0,29.0,2.0,6.9,3.0,1.5,13.6,Matches
2018-2019,EPL,Fulham,Squad Total,,,26.0,38.0,81.0,5.0,1.0,10.0,2.0,72.4,0.3,-6.6,-0.17,332.0,777.0,42.7,834.0,137.0,57.7,40.5,356.0,83.1,54.8,629.0,9.0,1.4,42.0,1.11,14.5,
2018-2019,EPL,Fulham,Opponent Total,,,26.8,38.0,34.0,2.0,0.0,4.0,1.0,39.1,0.25,6.1,0.16,273.0,647.0,42.2,990.0,150.0,45.4,38.5,286.0,69.2,52.8,467.0,26.0,5.6,30.0,0.79,14.0,
2018-2019,EPL,Huddersfield,Jonas Lössl,dk DEN,GK,29.0,30.9,54.0,4.0,1.0,6.0,0.0,42.1,0.27,-11.9,-0.39,275.0,631.0,43.6,880.0,97.0,52.3,40.7,223.0,76.7,55.6,345.0,24.0,7.0,29.0,0.94,13.3,Matches
2018-2019,EPL,Huddersfield,Ben Hamer,eng ENG,GK,30.0,6.1,21.0,3.0,2.0,1.0,1.0,18.5,0.37,-1.5,-0.25,57.0,155.0,36.8,151.0,12.0,73.5,48.9,52.0,84.6,56.3,69.0,5.0,7.2,4.0,0.65,12.8,Matches
2018-2019,EPL,Huddersfield,Joel Coleman,eng ENG,GK,22.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.18,-0.5,-0.47,7.0,29.0,24.1,31.0,0.0,74.2,48.3,6.0,100.0,65.7,12.0,1.0,8.3,1.0,1.0,15.8,Matches
2018-2019,EPL,Huddersfield,Squad Total,,,26.2,38.0,76.0,7.0,3.0,7.0,1.0,61.1,0.29,-13.9,-0.37,339.0,815.0,41.6,1062.0,109.0,55.9,42.0,281.0,78.6,56.0,426.0,30.0,7.0,34.0,0.89,13.3,
2018-2019,EPL,Huddersfield,Opponent Total,,,26.5,38.0,22.0,1.0,1.0,3.0,1.0,25.1,0.21,4.1,0.11,235.0,642.0,36.6,964.0,155.0,43.7,36.9,293.0,75.4,53.4,602.0,17.0,2.8,42.0,1.11,16.3,
2018-2019,Bundesliga,Bayern Munich,Manuel Neuer,de GER,GK,32.0,25.6,23.0,3.0,0.0,2.0,1.0,19.8,0.31,-2.2,-0.08,92.0,210.0,43.8,794.0,114.0,23.8,28.8,128.0,16.4,31.3,188.0,10.0,5.3,44.0,1.72,20.6,Matches
2018-2019,Bundesliga,Bayern Munich,Sven Ulreich,de GER,GK,29.0,8.4,9.0,2.0,1.0,1.0,0.0,9.9,0.35,0.9,0.11,18.0,51.0,35.3,218.0,56.0,20.6,26.6,37.0,16.2,29.5,61.0,0.0,0.0,8.0,0.95,17.5,Matches
2018-2019,Bundesliga,Bayern Munich,Squad Total,,,27.4,34.0,32.0,5.0,1.0,3.0,1.0,29.7,0.32,-1.3,-0.04,110.0,261.0,42.1,1012.0,170.0,23.1,28.3,165.0,16.4,30.9,249.0,10.0,4.0,52.0,1.53,20.0,
2018-2019,Bundesliga,Bayern Munich,Opponent Total,,,25.6,34.0,88.0,3.0,0.0,12.0,2.0,87.3,0.35,1.3,0.04,277.0,740.0,37.4,988.0,157.0,47.0,38.0,394.0,70.1,50.5,648.0,28.0,4.3,17.0,0.5,10.2,
2018-2019,Bundesliga,Dortmund,Roman Bürki,ch SUI,GK,27.0,32.0,40.0,4.0,1.0,6.0,0.0,39.0,0.28,-1.0,-0.03,140.0,428.0,32.7,852.0,171.0,33.3,32.9,222.0,64.9,48.7,425.0,18.0,4.2,36.0,1.13,15.1,Matches
2018-2019,Bundesliga,Dortmund,Marwin Hitz,ch SUI,GK,30.0,2.0,4.0,0.0,0.0,1.0,0.0,2.4,0.4,-1.6,-0.79,6.0,19.0,31.6,51.0,6.0,25.5,31.0,13.0,46.2,43.1,33.0,1.0,3.0,2.0,1.0,12.0,Matches
2018-2019,Bundesliga,Dortmund,Squad Total,,,24.8,34.0,44.0,4.0,1.0,7.0,0.0,41.5,0.29,-2.5,-0.07,146.0,447.0,32.7,903.0,177.0,32.9,32.8,235.0,63.8,48.4,458.0,19.0,4.1,38.0,1.12,14.9,
2018-2019,Bundesliga,Dortmund,Opponent Total,,,25.7,34.0,81.0,4.0,3.0,6.0,1.0,64.4,0.35,-15.6,-0.46,192.0,458.0,41.9,994.0,120.0,34.3,33.6,235.0,49.8,43.8,375.0,13.0,3.5,32.0,0.94,14.8,
2018-2019,Bundesliga,RB Leipzig,Péter Gulácsi,hu HUN,GK,28.0,32.5,27.0,4.0,1.0,4.0,1.0,37.9,0.3,11.9,0.37,236.0,588.0,40.1,797.0,124.0,50.6,39.6,223.0,83.0,56.2,379.0,16.0,4.2,57.0,1.75,19.5,Matches
2018-2019,Bundesliga,RB Leipzig,Yvon Mvogo,ch SUI,GK,24.0,1.5,2.0,1.0,0.0,0.0,0.0,1.8,0.19,-0.2,-0.17,5.0,10.0,50.0,25.0,4.0,32.0,35.1,6.0,33.3,35.3,10.0,0.0,0.0,2.0,1.33,14.2,Matches
2018-2019,Bundesliga,RB Leipzig,Squad Total,,,24.0,34.0,29.0,5.0,1.0,4.0,1.0,39.7,0.29,11.7,0.34,241.0,598.0,40.3,822.0,128.0,50.0,39.5,229.0,81.7,55.7,389.0,16.0,4.1,59.0,1.74,19.3,
2018-2019,Bundesliga,RB Leipzig,Opponent Total,,,25.8,34.0,63.0,5.0,2.0,7.0,0.0,58.3,0.31,-4.7,-0.14,247.0,651.0,37.9,1058.0,175.0,41.3,35.1,301.0,71.1,51.2,501.0,21.0,4.2,38.0,1.12,14.3,
2018-2019,Bundesliga,Leverkusen,Lukáš Hrádecký,fi FIN,GK,28.0,32.0,47.0,3.0,2.0,9.0,2.0,38.2,0.27,-6.8,-0.21,199.0,438.0,45.4,1160.0,162.0,29.1,31.8,193.0,52.3,41.6,401.0,10.0,2.5,51.0,1.59,18.5,Matches
2018-2019,Bundesliga,Leverkusen,Ramazan Özcan,at AUT,GK,34.0,2.0,5.0,1.0,0.0,1.0,1.0,4.9,0.24,0.9,0.43,12.0,38.0,31.6,54.0,7.0,53.7,40.5,14.0,64.3,47.8,23.0,1.0,4.3,2.0,1.0,10.9,Matches
2018-2019,Bundesliga,Leverkusen,Squad Total,,,25.3,34.0,52.0,4.0,2.0,10.0,3.0,43.0,0.27,-6.0,-0.18,211.0,476.0,44.3,1214.0,169.0,30.1,32.2,207.0,53.1,42.0,424.0,11.0,2.6,53.0,1.56,17.9,
2018-2019,Bundesliga,Leverkusen,Opponent Total,,,25.7,34.0,69.0,4.0,2.0,7.0,1.0,57.7,0.28,-10.3,-0.3,234.0,587.0,39.9,825.0,147.0,47.5,37.9,275.0,70.9,51.0,499.0,20.0,4.0,30.0,0.88,14.3,
2018-2019,Bundesliga,M'Gladbach,Yann Sommer,ch SUI,GK,29.0,34.0,42.0,3.0,0.0,3.0,0.0,48.2,0.3,6.2,0.18,174.0,465.0,37.4,1338.0,190.0,26.3,30.5,264.0,42.8,40.0,458.0,26.0,5.7,33.0,0.97,13.8,Matches
2018-2019,Bundesliga,M'Gladbach,Squad Total,,,26.5,34.0,42.0,3.0,0.0,3.0,0.0,48.2,0.3,6.2,0.18,174.0,465.0,37.4,1338.0,190.0,26.3,30.5,264.0,42.8,40.0,458.0,26.0,5.7,33.0,0.97,13.8,
2018-2019,Bundesliga,M'Gladbach,Opponent Total,,,25.9,34.0,55.0,4.0,0.0,8.0,2.0,48.1,0.27,-4.9,-0.14,232.0,529.0,43.9,944.0,127.0,39.1,34.9,285.0,56.1,46.8,465.0,10.0,2.2,33.0,0.97,16.0,
2018-2019,Bundesliga,Wolfsburg,Koen Casteels,be BEL,GK,26.0,25.5,39.0,4.0,3.0,1.0,0.0,40.0,0.31,1.0,0.04,194.0,420.0,46.2,981.0,148.0,31.9,33.8,200.0,53.5,45.8,398.0,21.0,5.3,26.0,1.02,14.4,Matches
